Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
middle2,-0.000562244764029537,0.0282249651077096,0.000280530684353887,0,0,0,0.005449651476134,5.94374639329708E-07,3.50616983515787E-08,-4.62198857498379E-09,2.52674243078983E-07,1.16873480853748E-08,6.08610365719731E-07,0,0,0,0,0,0,package://hand4/meshes/middle2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://hand4/meshes/middle2.STL,,装配体1.STEP-1/手指示意10_16-2.STEP-1/关节力矩模块V0-2.STEP-1/力矩连接部分X0.STEP-1;装配体1.STEP-1/手指示意10_16-2.STEP-1/近指节_16_18 V0-2.STEP-1/手指近指节2.STEP-1;装配体1.STEP-1/手指示意10_16-2.STEP-1/近指节_16_18 V0-2.STEP-1/手指近指节1.STEP-1;装配体1.STEP-1/手指示意10_16-2.STEP-1/近指节_16_18 V0-2.STEP-1/Copy of 零件3_近指节_16_18 V0.STEP-1;装配体1.STEP-1/手指示意10_16-2.STEP-1/零件12_手指示意10_16.STEP-1,坐标系10,基准轴10,middle2_joint,revolute,0,0,0,3.1416,1.5708,0,middle1,0,0,-1,10,1,-3.14,3.14,,,0,0.1,,,,
middle3,0.000714442655806433,-0.0132073208127206,-0.000747028082567443,0,0,0,0.00181792247604061,9.97398562425666E-08,7.1579352271946E-09,-6.68760264059762E-11,5.04521276505481E-08,3.68790359824953E-09,1.2570733084503E-07,0,0,0,0,0,0,package://hand4/meshes/middle3.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://hand4/meshes/middle3.STL,,装配体1.STEP-1/手指示意10_16-2.STEP-1/近指节_16_18 V0-2.STEP-1/中指节右.STEP-1;装配体1.STEP-1/手指示意10_16-2.STEP-1/近指节_16_18 V0-2.STEP-1/指尖霍尔板(背).STEP-1;装配体1.STEP-1/手指示意10_16-2.STEP-1/近指节_16_18 V0-2.STEP-1/中指节左.STEP-1,坐标系11,基准轴11,middle3_joint,revolute,0.0005,0.044694,-1E-05,0,0,-3.1416,middle2,0,0,-1,10,1,-3.14,3.14,,,0,0.1,,,,
middle4,0.00357725580006198,0.0122885277922919,0.000175228275939597,0,0,0,0.00244891445095396,1.08568667702204E-07,1.62097532475135E-08,-8.00003100335675E-10,5.31121000366176E-08,1.77312632793335E-09,9.46742803924279E-08,0,0,0,0,0,0,package://hand4/meshes/middle4.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://hand4/meshes/middle4.STL,,装配体1.STEP-1/手指示意10_16-2.STEP-1/指尖15mm PX6AX-GEN3-DP-S2015-Elite PXSR-STDDP03G.stp.STEP-1;装配体1.STEP-1/手指示意10_16-2.STEP-1/近指节_16_18 V0-2.STEP-1/指尖V0.STEP-1,坐标系12,基准轴12,middle4_joint,revolute,0.0023837,-0.023881,0,0,0,-3.1416,middle3,0,0,-1,10,1,-3.14,3.14,,,0,0.1,,,,
ring1,3.05311331771918E-16,-9.8879238130678E-17,-5.00000000010631E-05,0,0,0,0.000947272810228728,1.83494800658386E-08,-3.98024133390025E-11,3.62632253800035E-25,1.82838824612882E-08,-2.00566926392041E-26,3.55913668739275E-08,0,0,0,0,0,0,package://hand4/meshes/ring1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://hand4/meshes/ring1.STL,,装配体1.STEP-1/手指示意10_16-2.STEP-3/装配体1_手指示意10_16.STEP-1/90-big.stp.STEP-1;装配体1.STEP-1/手指示意10_16-2.STEP-3/90-big.stp.STEP-1,坐标系13,基准轴13,ring1_joint,revolute,0.017195,0.013515,0.085379,0,0,0,base_link_1,0,0,-1,10,1,-3.14,3.14,,,0,0.1,,,,
ring2,0.000562244763847197,-0.0282249651075245,0.000280530684077372,0,0,0,0.00544965147591211,5.94374639327402E-07,3.5061698347909E-08,4.62198857394918E-09,2.5267424306968E-07,-1.16873480846884E-08,6.08610365708611E-07,0,0,0,0,0,0,package://hand4/meshes/ring2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://hand4/meshes/ring2.STL,,装配体1.STEP-1/手指示意10_16-2.STEP-3/近指节_16_18 V0-2.STEP-1/手指近指节1.STEP-1;装配体1.STEP-1/手指示意10_16-2.STEP-3/近指节_16_18 V0-2.STEP-1/手指近指节2.STEP-1;装配体1.STEP-1/手指示意10_16-2.STEP-3/关节力矩模块V0-2.STEP-1/力矩连接部分X0.STEP-1;装配体1.STEP-1/手指示意10_16-2.STEP-3/零件12_手指示意10_16.STEP-1;装配体1.STEP-1/手指示意10_16-2.STEP-3/近指节_16_18 V0-2.STEP-1/Copy of 零件3_近指节_16_18 V0.STEP-1,坐标系14,基准轴14,ring2_joint,revolute,0,0,0,3.1416,-1.5708,0,ring1,0,0,-1,10,1,-3.14,3.14,,,0,0.1,,,,
ring3,-0.000714442655855241,0.0132073208128538,-0.000747028082664383,0,0,0,0.00181792247608388,9.97398562446307E-08,7.15793522800686E-09,6.68760267974243E-11,5.04521276514188E-08,-3.68790359886709E-09,1.25707330847405E-07,0,0,0,0,0,0,package://hand4/meshes/ring3.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://hand4/meshes/ring3.STL,,装配体1.STEP-1/手指示意10_16-2.STEP-3/近指节_16_18 V0-2.STEP-1/指尖霍尔板(背).STEP-1;装配体1.STEP-1/手指示意10_16-2.STEP-3/近指节_16_18 V0-2.STEP-1/中指节左.STEP-1;装配体1.STEP-1/手指示意10_16-2.STEP-3/近指节_16_18 V0-2.STEP-1/中指节右.STEP-1,坐标系15,基准轴15,ring3_joint,revolute,-0.0005,-0.044694,-1E-05,0,0,3.1416,ring2,0,0,-1,10,1,-3.14,3.14,,,0,0.1,,,,
ring4,-0.00357725580006235,-0.0122885277922916,0.000175228275939448,0,0,0,0.00244891445095413,1.08568667702212E-07,1.62097532475179E-08,8.00003100333967E-10,5.31121000366214E-08,-1.77312632793069E-09,9.46742803924372E-08,0,0,0,0,0,0,package://hand4/meshes/ring4.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://hand4/meshes/ring4.STL,,装配体1.STEP-1/手指示意10_16-2.STEP-3/近指节_16_18 V0-2.STEP-1/指尖V0.STEP-1;装配体1.STEP-1/手指示意10_16-2.STEP-3/指尖15mm PX6AX-GEN3-DP-S2015-Elite PXSR-STDDP03G.stp.STEP-1,坐标系16,基准轴16,ring4_joint,revolute,-0.0023837,0.023881,0,0,0,3.1416,ring3,0,0,-1,10,1,-3.14,3.14,,,0,0.1,,,,
little1,7.79301970177393E-13,-3.52096823919013E-13,-5.00004745010163E-05,0,0,0,0.000947272810228723,1.83494800658384E-08,-3.98024133399162E-11,4.54949336904165E-24,1.82838824612882E-08,-1.78199260868357E-24,3.55913668739272E-08,0,0,0,0,0,0,package://hand4/meshes/little1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://hand4/meshes/little1.STL,,装配体1.STEP-1/手指示意10_16.STEP-1/90-big.stp.STEP-1;装配体1.STEP-1/手指示意10_16.STEP-1/装配体1_手指示意10_16.STEP-1/90-big.stp.STEP-1,坐标系17,基准轴17,little1_joint,revolute,-0.0079628,0.025109,0.083414,0,-0.17453,0,base_link_1,0,0,-1,10,1,-3.14,3.14,,,0,0.1,,,,
little2,0.000562244760434857,-0.0282249651007924,0.000280530470411903,0,0,0,0.00544965146547898,5.94374637357089E-07,3.50616989004463E-08,4.62198856823235E-09,2.52674243237362E-07,-1.16873481770559E-08,6.08610364449582E-07,0,0,0,0,0,0,package://hand4/meshes/little2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://hand4/meshes/little2.STL,,装配体1.STEP-1/手指示意10_16.STEP-1/零件12_手指示意10_16.STEP-1;装配体1.STEP-1/手指示意10_16.STEP-1/近指节_16_18 V0.STEP-1/Copy of 零件3_近指节_16_18 V0.STEP-1;装配体1.STEP-1/手指示意10_16.STEP-1/近指节_16_18 V0.STEP-1/手指近指节2.STEP-1;装配体1.STEP-1/手指示意10_16.STEP-1/近指节_16_18 V0.STEP-1/手指近指节1.STEP-1;装配体1.STEP-1/手指示意10_16.STEP-1/关节力矩模块V0.STEP-1/力矩连接部分X0.STEP-1,坐标系18,基准轴18,little2_joint,revolute,0,0,0,0,-1.5708,3.1416,little1,0,0,-1,10,1,-3.14,3.14,,,0,0.1,,,,
little3,0.000714442642387639,-0.013207320779593,-0.000747028176998883,0,0,0,0.00181792246474883,9.9739855657435E-08,7.1579350118324E-09,-6.68760924287977E-11,5.04521275122963E-08,3.68790337372143E-09,1.25707330126469E-07,0,0,0,0,0,0,package://hand4/meshes/little3.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://hand4/meshes/little3.STL,,装配体1.STEP-1/手指示意10_16.STEP-1/近指节_16_18 V0.STEP-1/中指节右.STEP-1;装配体1.STEP-1/手指示意10_16.STEP-1/近指节_16_18 V0.STEP-1/中指节左.STEP-1;装配体1.STEP-1/手指示意10_16.STEP-1/近指节_16_18 V0.STEP-1/指尖霍尔板(背).STEP-1,坐标系19,基准轴19,little3_joint,revolute,-0.0005,-0.044694,-1E-05,0,0,0,little2,0,0,-1,10,1,-3.14,3.14,,,0,0.1,,,,
little4,-0.00357725144506804,-0.012288532646672,0.000175231636508236,0,0,0,0.00244890943309084,1.08568274261573E-07,1.62097269693111E-08,7.99914093151187E-10,5.31120101600511E-08,-1.77321166582483E-09,9.4673980907468E-08,0,0,0,0,0,0,package://hand4/meshes/little4.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://hand4/meshes/little4.STL,,装配体1.STEP-1/手指示意10_16.STEP-1/指尖15mm PX6AX-GEN3-DP-S2015-Elite PXSR-STDDP03G.stp.STEP-1;装配体1.STEP-1/手指示意10_16.STEP-1/近指节_16_18 V0.STEP-1/指尖V0.STEP-1,坐标系20,基准轴20,little4_joint,revolute,0.0023837,-0.023881,0,0,0,0,little3,0,0,-1,10,1,-3.14,3.14,,,0,0.1,,,,
